
"Banco de México"

"Sistemas de pago de bajo valor"
"Cuentas validadas"

"Fecha de consulta: 27/04/2025 02:50:34"

""

"Título","Total de cuentas validadas","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banco Regional S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V.","Cuentas validadas de Banco Ve Por Mas, S.A."
12/09/2022,11996,0,N/E,0,26,2,1,396,14,1122,N/E,1205,5,13,0,164,64,1,0,0,8393,0,0,10,0,0,0,305,12,0,1,0,0,0,7,0,207,32,15,0,1
13/09/2022,12004,1,N/E,0,35,7,0,374,-108,1184,N/E,1119,4,16,1,189,93,0,0,0,8201,0,0,4,0,0,0,560,29,0,0,0,1,0,8,0,243,25,18,0,0
14/09/2022,12543,0,N/E,0,42,14,0,389,23,1378,N/E,1041,2,13,0,223,85,1,0,0,8597,0,1,4,0,0,0,423,26,0,4,0,-1,0,1,0,233,32,11,0,1
15/09/2022,8995,0,N/E,0,39,11,0,278,41,1225,N/E,735,0,12,-1,285,95,-1,0,0,5864,0,0,7,0,0,0,452,42,1,1,0,0,0,4,0,-148,24,29,0,0
16/09/2022,10054,0,N/E,0,27,1,0,501,21,862,N/E,1143,0,5,0,228,87,1,0,0,6259,0,0,3,0,0,0,419,20,0,4,0,0,0,4,0,300,133,36,0,0
17/09/2022,8439,1,N/E,0,27,3,0,374,140,137,N/E,930,0,5,0,166,83,-1,-1,0,6112,0,0,7,0,0,0,302,19,0,-1,0,2,0,2,0,-9,104,37,0,0
18/09/2022,8303,0,N/E,0,22,-2,1,429,16,772,N/E,1047,0,9,0,180,70,0,0,0,4944,0,0,6,0,0,0,312,20,0,0,0,1,0,1,0,310,133,32,0,0
19/09/2022,11631,0,N/E,0,20,6,0,414,28,1143,N/E,1092,0,7,0,222,75,0,0,0,7698,0,0,9,2,0,0,490,29,0,4,0,1,0,4,0,327,35,24,0,1
20/09/2022,11911,1,N/E,1,36,12,0,464,24,1260,N/E,1124,0,7,0,245,79,0,0,0,7554,1,1,8,1,0,0,524,29,0,3,0,0,0,4,0,330,166,37,0,0
21/09/2022,11769,4,N/E,1,31,8,0,439,17,1393,N/E,1074,1,9,0,252,90,1,1,0,7540,0,0,4,2,0,0,462,39,0,2,0,1,0,7,0,366,166,-141,0,0
22/09/2022,10957,0,N/E,0,35,11,0,390,25,1282,N/E,945,0,3,0,223,83,0,0,0,7063,0,1,8,0,0,0,422,25,0,1,0,1,0,3,0,260,148,28,0,0
23/09/2022,12225,1,N/E,1,24,15,2,474,27,1210,N/E,999,1,14,0,242,88,1,0,0,8112,0,0,10,0,0,0,374,39,0,0,0,0,0,4,0,284,129,174,0,0
24/09/2022,10024,0,N/E,1,26,3,0,422,14,844,N/E,997,0,2,1,172,82,1,0,0,6745,0,0,1,0,0,0,267,27,1,0,0,0,0,2,0,252,145,19,0,0
25/09/2022,8550,0,N/E,2,14,1,1,388,15,640,N/E,927,0,5,1,189,70,1,0,0,5661,0,0,1,0,0,0,266,20,0,1,0,1,0,1,0,203,121,19,0,2
26/09/2022,10340,0,N/E,0,38,11,1,467,21,871,N/E,1029,0,2,0,197,92,1,0,0,6925,0,1,12,0,0,1,321,30,1,4,0,0,0,5,0,219,74,16,1,0
27/09/2022,9912,0,N/E,0,31,9,0,431,29,913,N/E,889,0,11,1,191,94,0,0,0,6573,0,0,4,1,0,0,275,24,0,4,1,4,0,4,0,243,154,25,0,1
28/09/2022,10788,0,N/E,0,36,18,0,461,29,1126,N/E,1040,0,17,0,192,88,0,0,0,6999,0,1,8,0,0,0,365,37,0,0,6,2,0,2,0,246,99,15,0,1
29/09/2022,11299,0,N/E,1,47,10,1,474,30,1236,N/E,775,0,14,1,260,97,0,0,0,7493,0,0,7,1,0,1,435,33,0,1,15,8,0,1,0,260,80,18,0,0
30/09/2022,12018,0,N/E,1,38,19,1,228,34,1227,N/E,995,0,13,1,301,109,0,0,0,8238,0,0,13,1,0,0,365,38,1,1,0,2,0,7,0,335,33,16,0,1
01/10/2022,10564,0,N/E,1,30,0,1,521,15,949,N/E,1048,0,14,0,234,64,2,0,0,6933,0,2,0,0,0,0,349,25,0,3,7,0,0,3,0,281,63,19,0,0
02/10/2022,8791,1,N/E,0,22,0,4,459,12,714,N/E,856,0,6,0,322,85,2,0,0,5554,0,0,3,0,0,0,352,14,2,1,1,3,0,5,0,210,153,10,0,0
03/10/2022,11719,1,N/E,0,29,6,0,402,32,1051,N/E,1052,6,5,0,426,125,0,0,0,7847,0,1,8,0,0,1,424,25,0,3,0,1,-1,5,0,254,2,14,0,0
04/10/2022,10936,0,N/E,0,25,7,0,433,25,765,N/E,969,7,9,0,425,92,1,1,0,7360,0,0,7,2,0,0,424,25,1,3,0,0,0,4,0,262,70,19,0,0
05/10/2022,10660,0,N/E,0,40,11,1,411,25,1123,N/E,952,0,11,0,422,91,0,0,0,6767,0,0,4,1,0,0,399,32,0,3,0,2,0,6,0,248,92,19,0,0
06/10/2022,11633,0,N/E,0,31,9,2,440,17,1426,N/E,977,0,13,0,475,81,0,0,0,7168,0,0,7,0,0,0,428,45,0,2,0,1,0,6,0,293,202,10,0,0
07/10/2022,12118,1,N/E,1,34,10,1,484,35,1515,N/E,917,0,6,0,446,95,0,0,0,7768,0,0,3,0,0,0,382,35,1,5,1,0,0,6,0,258,93,21,0,0
08/10/2022,9879,0,N/E,0,13,0,1,462,20,1078,N/E,956,0,5,0,375,77,0,0,0,6157,0,1,5,0,0,0,287,21,0,4,0,0,1,4,0,251,145,16,0,0
09/10/2022,7616,1,N/E,1,16,0,0,432,13,726,N/E,700,0,5,0,247,72,0,0,0,4720,0,0,2,0,0,0,277,20,0,0,0,2,0,6,0,214,139,23,0,0
10/10/2022,12237,1,N/E,0,34,14,1,452,21,1198,N/E,1076,0,3,0,359,101,0,0,0,8258,0,0,7,0,0,0,395,25,3,1,1,0,0,3,0,242,33,9,0,0
11/10/2022,11380,1,N/E,0,31,10,0,402,21,1096,N/E,917,0,8,0,318,96,0,0,0,7689,0,0,8,1,0,0,375,23,2,2,0,2,0,1,0,213,151,13,0,0
12/10/2022,10304,1,N/E,0,43,11,0,442,20,1034,N/E,852,0,9,0,303,78,3,0,0,6707,0,1,5,2,0,0,338,27,0,5,0,1,0,2,1,249,152,18,0,0
13/10/2022,7840,1,N/E,1,48,9,0,435,18,1301,N/E,901,0,21,0,405,88,1,0,0,3945,0,0,6,0,0,0,360,30,0,3,0,0,0,1,0,203,46,16,0,1
14/10/2022,12982,1,N/E,0,38,19,1,332,35,1359,N/E,990,0,14,0,478,122,0,0,0,8708,0,0,8,0,0,0,435,28,0,-1,0,3,0,2,0,351,45,12,0,2
15/10/2022,10228,0,N/E,0,13,1,1,436,20,418,N/E,944,0,4,0,397,81,0,0,0,7068,0,0,3,1,0,0,280,21,0,3,0,1,0,-1,1,333,177,26,0,0
16/10/2022,9143,0,N/E,0,12,0,0,412,15,648,N/E,833,0,3,0,285,85,0,0,0,6211,0,1,3,0,0,0,220,12,0,-1,0,2,0,2,0,258,129,13,0,0
17/10/2022,12543,2,N/E,0,15,8,0,233,31,1111,N/E,1099,0,12,0,449,109,0,0,0,8783,0,0,5,1,0,0,361,34,1,0,0,1,0,3,0,243,20,21,0,1
18/10/2022,10744,0,N/E,0,32,5,0,393,24,959,N/E,920,0,1,0,361,110,0,0,0,7196,0,0,6,0,0,0,318,26,0,5,1,2,0,3,1,273,82,25,0,1
19/10/2022,11414,0,N/E,1,18,9,1,426,15,1041,N/E,983,0,14,0,335,93,0,0,0,7623,0,0,9,0,0,0,318,31,0,4,0,1,0,3,0,291,178,20,0,0
20/10/2022,12011,0,N/E,0,29,8,0,405,19,1197,N/E,982,1,9,0,419,108,0,0,0,7935,0,0,10,1,0,0,369,27,0,3,0,0,0,5,0,314,160,10,0,0
21/10/2022,11969,1,N/E,1,32,11,1,444,22,1280,N/E,908,0,4,0,465,97,0,0,0,7868,1,1,4,0,0,1,395,38,0,3,8,1,0,2,0,286,72,23,0,0
22/10/2022,9340,2,N/E,0,16,1,0,419,16,702,N/E,834,0,5,0,328,68,0,0,0,6266,0,0,3,2,0,0,265,22,0,2,0,1,0,3,0,234,139,11,0,1
23/10/2022,8026,1,N/E,1,18,1,0,423,18,725,N/E,812,0,4,0,261,70,1,0,0,4981,0,0,3,0,0,0,361,17,0,2,1,1,0,0,0,191,123,11,0,0
24/10/2022,11262,0,N/E,0,34,14,0,381,16,1141,N/E,1017,1,11,1,325,100,0,1,0,7543,0,0,6,0,0,0,347,27,1,0,4,2,0,1,0,255,18,16,0,0
25/10/2022,10373,0,N/E,0,31,10,0,420,15,1194,N/E,846,1,11,0,347,83,0,0,0,6694,0,0,6,0,0,0,357,32,2,2,0,1,0,8,0,223,75,15,0,0
26/10/2022,10995,0,N/E,0,27,11,1,409,20,1154,N/E,865,0,2,0,336,112,0,0,0,7381,0,0,6,0,0,0,278,24,0,0,1,2,0,3,0,260,83,20,0,0
27/10/2022,11521,0,N/E,1,29,12,2,423,21,1375,N/E,714,2,13,0,401,115,0,0,0,7737,0,0,7,0,0,0,332,28,0,2,0,0,0,7,0,240,42,18,0,0
28/10/2022,13881,0,N/E,1,49,14,1,399,39,1394,N/E,974,-1,9,-1,465,129,0,1,0,9531,0,0,1,0,0,0,425,32,1,-1,0,2,0,3,1,339,50,24,0,0
29/10/2022,10039,0,N/E,0,25,0,1,426,23,872,N/E,878,0,20,0,315,118,0,0,0,6614,0,0,6,0,0,0,246,27,0,1,0,0,0,3,0,314,137,13,0,0
30/10/2022,8575,1,N/E,0,13,1,2,443,20,642,N/E,789,0,7,0,255,99,0,0,0,5725,0,0,2,0,0,0,208,21,0,1,0,1,0,2,0,264,62,17,0,0
31/10/2022,2541,0,N/E,0,50,15,0,187,24,554,N/E,933,0,11,0,358,96,0,0,0,-118,0,1,8,2,0,0,15,33,0,2,0,1,0,6,1,320,30,12,0,0
01/11/2022,10068,0,N/E,0,52,9,0,462,23,1077,N/E,866,0,10,0,405,104,0,0,0,6333,0,0,4,0,0,0,357,35,0,1,0,-1,0,20,1,281,12,17,0,0
02/11/2022,9695,1,N/E,0,21,6,0,464,17,827,N/E,816,0,9,0,309,104,1,0,0,6338,0,0,3,2,0,0,301,17,0,0,10,2,0,6,0,268,154,19,0,0
03/11/2022,12325,0,N/E,0,30,19,1,474,14,1206,N/E,903,0,14,0,396,104,2,0,0,8273,0,0,7,1,0,0,508,33,0,1,0,3,0,10,0,278,28,18,0,2
04/11/2022,12625,1,N/E,0,23,16,0,476,34,1182,N/E,955,0,4,1,430,104,1,0,0,8376,0,0,4,0,0,0,570,31,1,2,0,0,0,6,0,342,44,21,0,1
05/11/2022,10364,0,N/E,0,17,1,0,468,16,781,N/E,971,0,10,0,359,90,1,0,0,6717,0,0,6,1,0,0,345,33,0,1,0,2,0,4,0,298,224,19,0,0
06/11/2022,8309,0,N/E,0,17,1,0,478,11,570,N/E,825,0,6,0,287,84,1,0,0,5349,0,0,1,0,0,0,315,13,0,0,0,0,0,3,0,264,70,14,0,0
07/11/2022,11605,1,N/E,0,34,5,0,486,18,946,N/E,945,0,13,0,315,122,1,0,0,7731,0,0,4,0,0,0,559,28,0,2,0,0,0,1,0,354,26,14,0,0
08/11/2022,10205,0,N/E,0,42,9,0,428,18,882,N/E,799,0,4,0,289,81,1,0,0,6860,0,0,3,1,0,0,407,26,0,1,0,2,0,3,0,260,75,14,0,0
09/11/2022,11363,1,N/E,3,29,13,0,495,25,1001,N/E,883,3,7,2,336,73,0,0,0,7622,0,1,0,0,0,0,431,30,1,0,0,1,0,12,0,262,115,16,0,1
10/11/2022,11424,2,N/E,1,39,5,3,470,24,1105,N/E,353,0,6,0,415,84,0,0,0,8112,0,0,1,0,0,0,422,22,1,4,0,3,0,0,0,277,62,13,0,0
11/11/2022,11992,0,N/E,0,34,14,0,485,17,1049,N/E,916,0,5,0,428,100,0,0,0,8095,0,0,3,0,0,0,415,50,3,2,0,3,0,3,0,303,54,13,0,0
12/11/2022,9424,0,N/E,0,26,0,0,408,18,712,N/E,889,0,4,1,328,88,0,0,0,6295,0,0,1,0,0,0,231,26,0,2,0,1,0,4,0,248,133,9,0,0
13/11/2022,8334,0,N/E,1,10,0,1,414,15,620,N/E,808,0,9,0,284,77,3,0,0,5529,0,0,1,0,0,0,189,14,0,1,0,0,0,6,0,206,128,18,0,0
14/11/2022,12493,0,N/E,2,27,4,2,297,24,1157,N/E,917,0,8,1,345,119,0,0,0,8921,0,0,1,-1,0,0,315,26,1,2,0,5,0,2,1,290,17,9,1,0
15/11/2022,12263,1,N/E,0,45,12,1,386,23,990,N/E,1023,0,8,1,355,107,1,0,0,8475,0,0,1,1,0,0,431,40,0,0,0,4,0,3,0,311,24,19,0,1
16/11/2022,11549,1,N/E,1,33,7,2,417,20,1059,N/E,955,0,8,0,369,63,0,0,0,7818,0,0,1,1,0,0,363,35,0,2,0,1,0,4,0,321,52,15,0,1
17/11/2022,11622,1,N/E,0,19,-1,1,405,20,1120,N/E,902,0,13,0,345,-2,0,0,0,7932,0,0,2,0,0,0,446,27,0,2,0,1,0,4,0,311,59,15,0,0
18/11/2022,12608,0,N/E,0,19,-2,0,461,25,1171,N/E,946,0,13,0,405,106,1,0,0,8609,1,0,1,1,0,0,459,43,1,5,0,0,0,1,0,275,45,22,0,0
19/11/2022,10782,1,N/E,2,20,0,1,477,16,796,N/E,851,0,5,0,327,95,0,0,0,7491,0,0,0,1,0,0,240,21,1,3,0,1,0,4,0,271,145,12,0,1
20/11/2022,9217,0,N/E,0,10,0,0,464,10,585,N/E,797,0,1,0,215,86,0,0,0,6491,0,0,1,0,0,0,181,16,0,1,0,1,0,4,0,226,114,14,0,0
21/11/2022,10641,1,N/E,0,10,-1,0,473,10,823,N/E,945,0,1,0,250,75,0,0,0,7438,1,0,1,1,0,0,195,27,1,2,1,0,0,3,0,238,134,12,0,0
22/11/2022,10268,0,N/E,1,22,-1,1,262,28,992,N/E,757,0,9,-1,268,77,0,0,0,7293,0,0,2,2,0,0,217,36,0,1,1,0,0,2,1,222,65,11,0,0
23/11/2022,11745,2,N/E,0,35,1,1,442,17,1464,N/E,852,2,4,0,270,112,1,0,0,7957,0,1,1,1,0,0,219,26,0,2,0,0,0,7,0,235,76,17,0,0
24/11/2022,12334,1,N/E,0,33,17,1,436,23,1960,N/E,814,0,4,0,322,111,-1,0,0,7974,0,0,0,0,0,0,252,37,0,1,0,1,0,0,0,260,80,7,0,1
25/11/2022,12628,1,N/E,2,31,20,0,451,20,1841,N/E,779,0,10,0,314,113,1,0,0,8339,0,0,2,0,0,0,325,24,0,2,1,0,0,3,0,287,39,23,0,0
26/11/2022,8926,0,N/E,0,10,1,0,401,17,1037,N/E,780,1,6,0,256,77,0,0,0,5730,0,0,2,2,0,0,222,16,0,3,2,2,0,5,0,231,109,16,0,0
27/11/2022,7406,0,N/E,0,13,0,0,437,16,752,N/E,712,0,4,0,249,80,0,0,0,4626,0,0,-1,0,0,0,177,11,0,1,0,1,0,4,0,211,103,10,0,0
28/11/2022,12151,1,N/E,0,27,11,1,473,17,1317,N/E,883,0,6,-1,308,116,1,0,0,8415,0,0,5,1,0,0,253,41,0,5,2,0,0,4,0,251,-1,15,0,0
29/11/2022,12421,0,N/E,0,37,15,1,435,27,1410,N/E,885,1,10,1,338,122,1,0,0,8497,0,0,0,1,0,0,272,33,0,6,0,1,0,5,0,291,15,16,0,1
30/11/2022,3983,2,N/E,0,23,23,0,301,24,1036,N/E,855,0,12,0,414,115,1,0,0,454,0,0,0,0,0,1,335,35,0,3,0,1,0,2,0,304,27,14,0,1
01/12/2022,5532,0,N/E,0,28,5,1,501,35,1416,N/E,878,0,2,0,321,94,1,0,0,1600,0,1,2,1,0,0,305,28,1,0,1,2,0,6,0,294,-2,11,0,0
02/12/2022,12144,1,N/E,1,45,8,0,526,29,1292,N/E,637,0,16,0,344,113,0,0,0,8337,0,0,1,0,0,0,404,32,0,6,0,0,0,3,0,312,20,17,0,0
03/12/2022,10288,0,N/E,1,15,0,1,512,17,673,N/E,925,0,5,0,295,108,1,0,0,7028,0,0,1,1,0,0,262,18,0,1,0,1,0,4,0,260,147,12,0,0
04/12/2022,8562,1,N/E,0,13,0,0,455,10,737,N/E,751,0,3,0,237,80,1,0,0,5696,0,0,0,0,0,0,187,16,1,2,2,0,0,4,0,209,134,23,0,0
05/12/2022,10269,0,N/E,1,30,8,1,325,20,1216,N/E,865,0,2,0,299,115,0,0,0,6784,0,0,3,1,0,0,245,26,0,1,0,0,0,4,0,271,38,13,0,1
06/12/2022,4116,0,N/E,3,0,3,0,467,18,1036,N/E,800,0,9,-1,333,147,0,0,0,770,0,1,2,0,0,0,166,31,0,1,0,1,0,3,-1,253,63,11,0,0
07/12/2022,5156,0,N/E,0,26,15,1,445,25,1460,N/E,826,0,16,0,341,74,1,0,0,1278,0,0,1,0,0,0,84,29,2,9,1,3,0,7,1,313,180,16,2,0
08/12/2022,6460,0,N/E,0,28,13,1,453,18,1257,N/E,824,1,10,0,335,114,0,0,0,2688,0,0,1,0,0,0,296,37,0,5,0,0,0,1,0,268,95,14,1,0
09/12/2022,5514,1,N/E,0,35,8,1,422,30,1165,N/E,751,0,13,0,345,108,0,0,0,1867,0,0,1,0,0,0,357,34,0,3,1,0,0,4,0,310,44,12,2,0
10/12/2022,10081,0,N/E,1,17,0,0,483,13,855,N/E,747,1,11,0,312,89,0,0,0,7029,0,0,1,2,0,1,29,30,0,0,0,0,0,4,0,265,182,9,0,0
11/12/2022,8684,0,N/E,0,12,0,0,423,17,581,N/E,620,0,8,1,258,77,0,0,0,6090,1,0,2,1,0,0,200,21,0,1,0,0,0,2,0,235,123,11,0,0
12/12/2022,10207,0,N/E,0,17,1,0,457,12,854,N/E,782,0,5,0,238,81,2,0,0,7134,0,1,0,1,0,0,228,32,0,1,0,2,0,1,0,264,81,13,0,0
13/12/2022,11058,2,N/E,0,42,7,-1,264,22,1162,N/E,745,0,6,0,313,116,1,0,0,7848,0,0,6,0,0,0,148,39,1,5,0,1,0,6,0,262,48,14,0,1
14/12/2022,12731,1,N/E,0,33,8,1,446,23,1151,N/E,865,0,7,0,330,114,0,0,0,9060,0,0,4,0,0,0,284,37,0,2,1,0,0,3,0,287,63,11,0,0
15/12/2022,13605,0,N/E,1,33,9,0,287,32,1224,N/E,898,0,9,0,314,132,0,1,0,9825,1,0,5,0,0,0,372,49,0,4,0,1,0,6,1,370,20,10,0,1
16/12/2022,12290,0,N/E,0,42,2,0,266,30,1136,N/E,816,0,4,0,362,110,1,0,0,8787,0,0,6,0,0,0,349,40,0,4,1,1,0,1,0,297,16,18,0,1
17/12/2022,-4500,0,N/E,0,0,0,0,6,0,-9,N/E,17,0,-3,0,11,9,0,0,0,-4485,0,0,-1,0,0,0,20,1,-1,0,0,0,0,1,0,-88,14,8,0,0
18/12/2022,6802,2,N/E,0,16,-1,0,384,17,606,N/E,688,0,4,0,227,62,0,0,0,4210,-1,0,4,0,0,0,185,15,0,1,0,1,0,6,1,250,118,7,0,0
19/12/2022,12076,0,N/E,0,36,12,0,395,27,1024,N/E,944,0,5,0,299,116,0,0,0,8547,0,0,7,0,0,0,295,41,1,6,0,2,0,4,0,279,30,6,0,0
20/12/2022,11967,0,N/E,0,34,4,1,491,24,1084,N/E,855,0,14,0,323,116,0,0,0,8337,0,2,6,1,0,0,264,30,0,-1,1,1,0,6,0,319,42,13,0,0
21/12/2022,11559,0,N/E,1,25,8,1,451,26,1196,N/E,843,0,2,0,320,88,0,0,0,7909,0,0,7,1,0,0,283,22,0,2,0,0,0,4,0,284,72,14,0,0
22/12/2022,11622,0,N/E,0,35,10,0,410,28,1150,N/E,860,1,5,0,274,124,0,0,0,7932,0,2,4,0,0,0,316,30,0,2,0,1,0,3,0,326,102,7,0,0
23/12/2022,11405,1,N/E,0,24,4,1,474,25,1042,N/E,786,0,5,0,306,122,1,0,0,7945,0,0,3,1,0,0,313,39,0,1,1,0,0,4,0,262,30,15,0,0
24/12/2022,8151,0,N/E,0,10,0,0,436,5,602,N/E,613,0,7,0,233,70,0,0,0,5598,0,1,4,0,0,0,209,20,0,0,0,1,0,4,0,219,107,12,0,0
25/12/2022,6497,2,N/E,0,10,0,0,300,16,483,N/E,321,0,2,0,119,44,0,0,0,4840,0,0,5,0,0,0,117,8,0,1,0,0,0,3,0,138,79,9,0,0
26/12/2022,11276,0,N/E,0,29,6,0,450,14,1036,N/E,825,0,2,0,262,94,0,0,0,8056,0,0,5,1,0,0,193,15,0,3,0,1,0,5,0,244,25,9,0,1
27/12/2022,9920,1,N/E,0,25,6,0,434,17,1305,N/E,841,0,9,0,277,108,0,0,0,6243,0,0,6,0,0,0,239,24,0,5,0,0,0,1,0,226,142,10,0,1
28/12/2022,11202,0,N/E,0,23,2,0,422,16,1257,N/E,794,0,6,0,265,104,0,0,0,7689,1,0,8,1,0,0,228,25,1,5,0,2,0,1,-1,238,109,5,0,1
29/12/2022,12164,0,N/E,1,16,5,0,412,25,1346,N/E,855,0,3,0,312,133,0,0,0,8425,0,0,4,0,0,0,200,26,0,5,3,0,0,4,0,240,136,12,0,1
30/12/2022,12865,2,N/E,0,27,4,3,211,36,1351,N/E,902,0,10,0,355,43,0,0,0,9334,0,1,5,0,0,0,173,36,0,4,1,3,0,8,0,309,33,13,0,1
31/12/2022,8550,0,N/E,0,11,0,0,428,13,739,N/E,618,0,8,0,219,108,0,0,0,5826,0,0,1,0,0,0,223,27,0,1,1,2,0,3,1,207,107,7,0,0
01/01/2023,6039,1,N/E,0,7,0,1,250,12,428,N/E,368,0,3,0,165,60,0,0,0,4373,0,0,2,0,0,0,104,11,0,1,0,0,0,6,0,149,89,9,0,0
02/01/2023,12177,0,N/E,0,18,5,0,311,24,1305,N/E,1004,0,4,0,335,106,0,0,0,8483,0,0,6,0,0,0,249,23,0,1,0,0,0,8,0,264,13,18,0,0
03/01/2023,12178,0,N/E,0,24,7,0,460,26,1095,N/E,955,0,9,1,323,111,1,0,0,8515,0,0,3,0,0,0,237,23,1,2,0,2,0,6,0,267,99,11,0,0
04/01/2023,12229,0,N/E,0,17,6,0,401,17,1322,N/E,901,0,8,0,335,112,0,0,0,8419,0,0,11,0,0,0,275,24,1,5,0,0,0,7,0,290,67,11,0,0
05/01/2023,12315,1,N/E,0,28,7,2,460,22,1226,N/E,916,0,14,0,310,115,0,0,0,8556,0,0,5,1,0,0,268,21,1,2,1,0,0,4,0,283,53,17,1,1
06/01/2023,11950,1,N/E,0,21,4,0,439,23,1142,N/E,840,0,4,-2,286,93,0,0,0,8399,0,0,6,0,0,0,307,26,0,6,0,0,0,6,0,290,41,17,1,0
07/01/2023,9709,0,N/E,0,1,1,0,366,20,717,N/E,888,0,5,0,268,72,2,0,0,6776,0,0,5,0,0,0,207,14,0,2,0,1,0,10,0,223,120,11,0,0
08/01/2023,8159,1,N/E,0,0,0,0,357,9,557,N/E,765,0,3,0,214,83,0,0,0,5683,0,1,5,0,0,0,156,17,0,1,2,0,0,5,0,198,97,5,0,0
09/01/2023,11814,0,N/E,0,6,5,1,380,17,1076,N/E,1011,0,7,1,316,100,0,0,0,8354,0,0,3,1,0,0,223,19,0,4,0,3,0,6,0,236,35,9,0,1
10/01/2023,11123,1,N/E,0,35,12,1,390,19,1086,N/E,1031,0,5,1,331,117,2,0,0,7501,1,1,2,0,0,0,229,21,0,4,2,1,0,8,0,274,37,10,0,1
11/01/2023,11660,0,N/E,0,33,14,0,401,16,1142,N/E,903,0,9,0,323,115,1,0,0,8045,0,0,7,0,0,0,224,23,0,4,0,2,0,7,2,253,128,8,0,0
12/01/2023,11829,0,N/E,0,37,10,1,470,14,1194,N/E,896,0,11,0,289,117,3,0,0,8074,0,0,9,1,0,0,292,36,1,4,0,3,0,5,0,289,51,21,0,1
13/01/2023,13842,0,N/E,0,44,14,0,297,39,1538,N/E,896,0,14,0,375,108,1,0,0,9713,0,0,8,0,0,0,377,36,2,0,0,1,0,6,0,323,35,15,0,0
14/01/2023,10920,0,N/E,0,22,1,0,188,26,1000,N/E,911,0,6,0,317,105,0,0,0,7606,0,0,5,0,0,0,262,20,0,4,1,1,0,2,0,258,175,10,0,0
15/01/2023,9435,1,N/E,0,10,0,0,488,20,793,N/E,813,0,3,0,266,89,0,0,0,6295,0,0,4,2,0,0,216,28,0,2,0,1,0,2,0,210,175,17,0,0
16/01/2023,12613,0,N/E,0,22,7,1,251,13,1247,N/E,1114,0,10,0,355,111,1,0,0,8850,0,0,3,0,0,0,284,30,1,3,0,4,0,1,0,272,21,12,0,0
17/01/2023,11754,0,N/E,0,33,11,1,452,17,1161,N/E,970,0,5,0,293,107,0,0,0,8028,1,0,5,0,0,0,254,26,1,2,0,2,0,0,0,259,117,9,0,0
18/01/2023,11371,0,N/E,0,26,13,1,399,16,1116,N/E,892,0,7,1,316,104,0,0,0,7724,0,0,3,0,0,0,271,26,0,2,1,0,0,3,0,257,176,16,0,1
19/01/2023,11534,0,N/E,2,22,13,0,426,21,1266,N/E,877,0,5,0,292,98,-1,0,0,7755,0,0,3,1,0,0,281,19,0,5,1,0,0,7,0,254,172,15,0,0
20/01/2023,763,0,N/E,3,33,12,0,469,24,1252,N/E,946,0,10,0,347,110,1,0,0,-3251,0,0,3,0,0,0,362,31,1,6,1,0,0,6,0,272,108,17,0,0
21/01/2023,12846,0,N/E,0,18,0,0,366,17,847,N/E,904,0,10,0,223,89,0,0,0,9776,0,0,3,0,0,1,120,23,0,3,1,0,0,2,0,237,192,14,0,0
22/01/2023,8754,0,N/E,1,12,1,0,383,8,625,N/E,792,0,5,0,177,87,0,0,0,6129,0,0,1,0,0,0,185,14,0,2,0,1,0,3,0,190,129,9,0,0
23/01/2023,10909,0,N/E,1,24,4,0,406,21,985,N/E,869,0,15,0,227,95,2,0,0,7677,0,0,6,2,0,0,224,18,0,1,0,1,-1,3,0,217,99,13,0,0
