
"Banco de México"

"Sistemas de pago de bajo valor"
"Apps móviles de los participantes enrolados en CoDi"

"Fecha de consulta: 27/04/2025 02:51:55"

""

"Título","Total de dispositivos Android enrolados","Dispositivos Android enrolados del Banco de México","Dispositivos Android enrolados de las instituciones financieras","Dispositivos Android enrolados de Accendo Banco, S.A.","Dispositivos Android enrolados de Banco Actinver, S.A.","Dispositivos Android enrolados de Opciones Empresariales del Noreste, S.A. de C.V.","Dispositivos Android enrolados de Banco Autofin México, S.A.","Dispositivos Android enrolados de Banco Azteca, S.A.","Dispositivos Android enrolados de Banco del Bajío, S.A.","Dispositivos Android enrolados de Banco Nacional de México, S.A.","Dispositivos Android enrolados de Banca Afirme, S.A.","Dispositivos Android enrolados de Banco Ahorro Famsa, S.A.","Dispositivos Android enrolados de BanCoppel, S.A.","Dispositivos Android enrolados de Banco Bancrea, S.A.","Dispositivos Android enrolados de Banco Nacional del Ejército, Fuerza Aérea y Armada","Dispositivos Android enrolados de Bankaool, S.A.","Dispositivos Android enrolados de Banco Mercantil del Norte, S.A.","Dispositivos Android enrolados de Banco Regional S.A.","Dispositivos Android enrolados de Bansi, S.A.","Dispositivos Android enrolados de Banco Base, S.A.","Dispositivos Android enrolados de BBVA Bancomer, S.A.","Dispositivos Android enrolados de Banco Monex, S.A.","Dispositivos Android enrolados de CIBanco, S.A.","Dispositivos Android enrolados de Banco Compartamos, S.A.","Dispositivos Android enrolados de Consubanco, S.A.","Dispositivos Android enrolados de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Dispositivos Android enrolados de Hey Banco, S.A.","Dispositivos Android enrolados de HSBC México, S.A.","Dispositivos Android enrolados de Banco Inbursa, S.A.","Dispositivos Android enrolados de Banco Inmobiliario Mexicano, S.A.","Dispositivos Android enrolados de Intercam Banco, S.A.","Dispositivos Android enrolados de Banca Mifel, S.A.","Dispositivos Android enrolados de Banco Multiva, S.A.","Dispositivos Android enrolados de Banco Pagatodo, S.A.","Dispositivos Android enrolados de Banco Sabadell, S.A.","Dispositivos Android enrolados de Banco Santander (México), S.A.","Dispositivos Android enrolados de Scotiabank Inverlat, S.A.","Dispositivos Android enrolados de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Dispositivos Android enrolados de Operadora de Pagos Móviles de México, S.A. de C.V.","Dispositivos Android enrolados de Banco Ve Por Mas, S.A.","Dispositivos Android enrolados de los terceros desarrolladores","Dispositivos Android enrolados de Kimerkia, S.A. de C.V.","Dispositivos Android enrolados de Quetzalcóatl Sistemas, S.A. de C.V.","Dispositivos Android enrolados de National Soft de México de R.L. de C.V.","Dispositivos Android enrolados de WISECAP, S.A. de C.V.","Total de dispositivos iOS enrolados","Dispositivos iOS enrolados del Banco de México","Dispositivos iOS enrolados de las instituciones financieras","Dispositivos iOS enrolados de Banco Actinver, S.A.","Dispositivos iOS enrolados de Opciones Empresariales del Noreste, S.A. de C.V.","Dispositivos iOS enrolados de Banco Autofin México, S.A.","Dispositivos iOS enrolados de Banco Azteca, S.A.","Dispositivos iOS enrolados de Banco del Bajío, S.A.","Dispositivos iOS enrolados de Banco Nacional de México, S.A.","Dispositivos iOS enrolados de Banca Afirme, S.A.","Dispositivos iOS enrolados de Banco Ahorro Famsa, S.A.","Dispositivos iOS enrolados de BanCoppel, S.A.","Dispositivos iOS enrolados de Banco Bancrea, S.A.","Dispositivos iOS enrolados de Bankaool, S.A.","Dispositivos iOS enrolados de Banco Mercantil del Norte, S.A.","Dispositivos iOS enrolados de Banco Regional S.A.","Dispositivos iOS enrolados de Bansi, S.A.","Dispositivos iOS enrolados de Banco Base, S.A.","Dispositivos iOS enrolados de BBVA Bancomer, S.A.","Dispositivos iOS enrolados de Banco Monex, S.A.","Dispositivos iOS enrolados de CIBanco, S.A.","Dispositivos iOS enrolados de Banco Compartamos, S.A.","Dispositivos iOS enrolados de Consubanco, S.A.","Dispositivos iOS enrolados de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Dispositivos iOS enrolados de Hey Banco, S.A.","Dispositivos iOS enrolados de HSBC México, S.A.","Dispositivos iOS enrolados de Banco Inbursa, S.A.","Dispositivos iOS enrolados de Banco Inmobiliario Mexicano, S.A.","Dispositivos iOS enrolados de Intercam Banco, S.A.","Dispositivos iOS enrolados de Banca Mifel, S.A.","Dispositivos iOS enrolados de Banco Multiva, S.A.","Dispositivos iOS enrolados de Banco Pagatodo, S.A.","Dispositivos iOS enrolados de Banco Sabadell, S.A.","Dispositivos iOS enrolados de Banco Santander (México), S.A.","Dispositivos iOS enrolados de Scotiabank Inverlat, S.A.","Dispositivos iOS enrolados de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Dispositivos iOS enrolados de Operadora de Pagos Móviles de México, S.A. de C.V.","Dispositivos iOS enrolados de Banco Ve Por Mas, S.A.","Dispositivos iOS enrolados de los terceros desarrolladores","Dispositivos iOS enrolados de Kimerkia, S.A. de C.V.","Dispositivos iOS enrolados de WISECAP, S.A. de C.V."
06/04/2022,12900097,93812,12806126,N/E,439,2800,844,344233,25480,1918930,22409,N/E,2670383,122,63158,887,204674,98589,109,295,6360063,182,745,23285,90,1755,N/E,218509,42823,45,1819,4215,168,13775,864,169265,205738,595,408204,634,159,N/E,1,72,86,4370511,23616,4346810,496,655,330,52415,12057,794470,12572,N/E,386178,125,303,96197,36741,80,285,2527552,277,680,2386,56,290,N/E,113279,19783,9,1815,2717,77,2183,483,96612,109442,507,75046,712,85,N/E,85
07/04/2022,12911328,93934,12817235,N/E,439,2803,845,344636,25513,1921452,22424,N/E,2671502,122,63201,888,204839,98643,109,295,6365866,182,745,23300,90,1755,N/E,218738,42864,49,1821,4220,168,13783,864,169478,206000,595,408372,634,159,N/E,1,72,86,4375616,23648,4351883,497,656,331,52475,12070,795126,12576,N/E,386342,125,303,96270,36775,80,285,2531175,277,680,2388,56,291,N/E,113394,19812,9,1819,2718,78,2186,483,96711,109595,510,75078,712,85,N/E,85
08/04/2022,12923378,94056,12829162,N/E,439,2809,845,345072,25570,1923975,22442,N/E,2672744,122,63228,888,204997,98719,109,295,6372228,182,746,23322,90,1756,N/E,219028,42911,49,1822,4222,168,13791,864,169702,206218,595,408580,634,160,N/E,1,72,87,4380852,23677,4357088,498,659,331,52541,12088,795802,12583,N/E,386523,125,303,96365,36802,80,285,2534907,277,682,2390,56,291,N/E,113503,19833,9,1823,2718,80,2187,483,96807,109724,510,75110,713,87,N/E,87
09/04/2022,12932407,94177,12838067,N/E,439,2811,846,345470,25602,1925446,22453,N/E,2674082,122,63272,888,205101,98791,109,295,6376869,182,746,23334,90,1759,N/E,219227,42948,49,1824,4225,168,13794,864,169909,206409,596,408713,634,163,N/E,1,72,90,4384715,23706,4360922,499,659,331,52605,12097,796286,12588,N/E,386680,125,303,96409,36824,80,285,2537660,277,684,2390,56,291,N/E,113582,19847,9,1828,2721,81,2189,483,96890,109811,510,75129,713,87,N/E,87
10/04/2022,12939230,94261,12844804,N/E,439,2811,846,345797,25633,1926468,22461,N/E,2675034,122,63303,888,205196,98857,109,295,6380504,182,746,23348,90,1759,N/E,219382,42969,50,1826,4231,168,13796,864,170051,206519,596,408830,634,165,N/E,1,72,92,4387709,23731,4363891,499,659,331,52634,12106,796590,12592,N/E,386792,125,303,96441,36856,80,285,2539854,277,684,2392,56,291,N/E,113656,19854,9,1828,2721,81,2189,483,96959,109883,510,75157,714,87,N/E,87
11/04/2022,12951365,94418,12856781,N/E,439,2818,846,346193,25662,1929013,22477,N/E,2676460,122,63367,888,205304,98931,109,295,6386908,182,749,23369,91,1764,N/E,219588,43002,52,1826,4237,171,13800,864,170245,206746,602,409027,634,166,N/E,1,72,93,4393126,23754,4369284,500,659,331,52686,12116,797273,12603,N/E,386969,125,304,96501,36895,80,285,2543795,277,684,2393,56,291,N/E,113747,19873,10,1828,2722,83,2190,483,97062,110032,511,75206,714,88,N/E,88
12/04/2022,12962718,94543,12868007,N/E,439,2820,851,346633,25702,1931521,22490,N/E,2677761,122,63426,888,205424,99003,109,295,6392647,182,749,23384,92,1763,N/E,219828,43038,53,1830,4237,171,13801,865,170439,206970,602,409237,635,168,N/E,1,72,95,4398451,23787,4374575,503,660,331,52739,12133,797909,12617,N/E,387149,125,304,96563,36936,80,285,2547694,277,684,2396,56,291,N/E,113844,19886,10,1831,2724,83,2191,483,97171,110155,510,75241,714,89,N/E,89
13/04/2022,12976027,94698,12881161,N/E,439,2828,853,347085,25748,1934574,22522,N/E,2679057,122,63531,888,205595,99092,109,295,6399408,182,751,23399,93,1763,N/E,220158,43097,55,1832,4242,171,13806,866,170669,207229,603,409462,637,168,N/E,1,72,95,4404717,23818,4380810,504,661,331,52790,12162,798715,12626,N/E,387313,125,304,96640,36981,80,285,2552262,277,685,2400,56,292,N/E,113962,19909,10,1834,2727,84,2193,483,97288,110311,514,75291,715,89,N/E,89
14/04/2022,12985005,94843,12889989,N/E,439,2828,853,347518,25794,1936094,22538,N/E,2680248,122,63609,888,205750,99165,109,295,6403803,182,752,23412,93,1764,N/E,220440,43122,55,1833,4246,172,13809,866,170894,207403,604,409652,637,173,N/E,1,72,100,4408814,23859,4384866,504,661,332,52840,12180,799181,12639,N/E,387445,125,304,96683,37005,80,285,2555220,277,685,2400,56,292,N/E,114055,19928,10,1834,2729,84,2194,483,97382,110428,514,75316,715,89,N/E,89
15/04/2022,12993106,94957,12897973,N/E,439,2828,853,347939,25831,1937486,22548,N/E,2681302,122,63667,889,205867,99244,109,295,6407897,182,752,23420,93,1765,N/E,220631,43149,55,1834,4247,172,13816,866,171065,207545,606,409822,637,176,N/E,1,72,103,4412399,23876,4388433,504,661,332,52898,12194,799600,12645,N/E,387559,125,304,96723,37028,80,285,2557805,277,685,2401,56,292,N/E,114159,19940,10,1835,2730,84,2195,483,97456,110515,514,75343,715,90,N/E,90
16/04/2022,13000652,95055,12905419,N/E,439,2828,855,348331,25865,1938591,22570,N/E,2682477,122,63698,890,205956,99303,109,295,6411734,182,752,23439,93,1768,N/E,220807,43171,55,1834,4248,172,13821,866,171229,207672,606,410004,637,178,N/E,1,72,105,4415651,23897,4391664,504,661,335,52944,12208,799956,12647,N/E,387696,125,304,96762,37051,80,285,2560128,277,686,2401,56,292,N/E,114232,19948,11,1837,2732,84,2195,483,97536,110599,514,75380,715,90,N/E,90
17/04/2022,13007252,95166,12911908,N/E,439,2828,857,348726,25893,1939292,22578,N/E,2683444,122,63731,890,206044,99363,109,295,6415305,182,752,23445,93,1768,N/E,220976,43193,55,1834,4249,172,13822,866,171396,207784,606,410162,637,178,N/E,1,72,105,4418732,23922,4394720,504,661,336,52983,12212,800269,12650,N/E,387798,125,304,96802,37063,80,285,2562440,277,687,2401,56,292,N/E,114295,19960,11,1837,2734,84,2197,483,97593,110671,514,75401,715,90,N/E,90
18/04/2022,13017200,95297,12921724,N/E,439,2830,858,349142,25942,1939854,22608,N/E,2684937,122,63771,888,206156,99437,109,295,6421386,182,752,23477,93,1768,N/E,221214,43222,55,1835,4252,172,13827,866,171599,207991,607,410399,639,179,N/E,1,72,106,4423882,23944,4399848,504,665,336,53052,12228,800575,12659,N/E,387970,125,304,96867,37101,80,285,2566500,277,687,2401,56,292,N/E,114387,19980,11,1838,2738,84,2199,483,97701,110795,514,75439,715,90,N/E,90
19/04/2022,13028724,95439,12933098,N/E,439,2839,859,349549,25987,1942304,22626,N/E,2686369,122,63811,889,206276,99513,109,295,6427176,182,752,23516,93,1768,N/E,221440,43266,55,1837,4254,173,13830,866,171830,208196,607,410630,640,187,N/E,1,78,108,4429529,23982,4405457,504,666,337,53112,12248,801349,12664,N/E,388139,125,304,96952,37137,80,285,2570538,278,687,2402,56,292,N/E,114485,20000,11,1841,2741,84,2198,483,97810,110927,514,75493,715,90,N/E,90
20/04/2022,13040454,95558,12944707,N/E,439,2841,859,349992,26030,1944954,22648,N/E,2687768,122,63879,889,206429,99594,109,295,6432922,183,756,23548,93,1770,N/E,221696,43305,55,1837,4258,173,13835,867,172034,208416,610,410860,641,189,N/E,1,78,110,4434955,24017,4410847,505,667,339,53175,12264,802085,12680,N/E,388329,125,304,97013,37173,80,285,2574410,278,688,2402,56,292,N/E,114592,20024,11,1846,2744,86,2198,483,97913,111040,515,75529,716,91,N/E,91
21/04/2022,13051840,95707,12955943,N/E,439,2846,860,350377,26067,1947445,22675,N/E,2689060,122,63946,889,206606,99666,109,295,6438617,183,757,23567,93,1774,N/E,222016,43343,55,1836,4259,173,13842,868,172228,208616,610,411062,642,190,N/E,1,78,111,4440421,24048,4416282,505,668,340,53243,12281,802850,12699,N/E,388497,125,304,97094,37213,80,286,2578284,278,689,2403,56,294,N/E,114700,20042,11,1848,2745,87,2198,483,98012,111165,515,75571,716,91,N/E,91
22/04/2022,13063321,95872,12967259,N/E,439,2851,861,350805,26114,1949814,22697,N/E,2690297,122,64014,889,206793,99733,109,295,6444446,183,757,23584,93,1774,N/E,222356,43397,56,1839,4262,173,13843,868,172442,208825,611,411273,644,190,N/E,1,78,111,4445845,24083,4421671,505,670,340,53323,12297,803541,12712,N/E,388661,125,304,97182,37255,80,286,2582175,278,689,2405,56,294,N/E,114818,20069,11,1850,2748,88,2199,483,98108,111274,517,75609,719,91,N/E,91
23/04/2022,13070947,96010,12974744,N/E,439,2852,861,351195,26140,1951069,22713,N/E,2691508,122,64057,889,206921,99797,109,295,6448058,183,757,23599,93,1776,N/E,222593,43430,56,1842,4263,174,13845,868,172632,208956,611,411397,644,193,N/E,1,78,114,4449447,24124,4425232,505,670,340,53374,12309,803931,12716,N/E,388767,125,304,97219,37281,80,286,2584841,278,689,2405,56,294,N/E,114895,20085,11,1852,2749,88,2200,483,98191,111341,517,75631,719,91,N/E,91
24/04/2022,13077154,96116,12980842,N/E,439,2852,861,351580,26160,1951989,22735,N/E,2692566,122,64100,889,207017,99856,109,295,6450943,183,757,23609,93,1777,N/E,222764,43465,56,1844,4265,174,13846,868,172775,209078,611,411520,644,196,N/E,1,78,117,4452527,24140,4428296,505,670,340,53415,12312,804225,12727,N/E,388863,125,304,97277,37294,80,286,2587160,278,691,2405,56,294,N/E,114968,20092,11,1853,2752,88,2200,483,98246,111409,518,75650,719,91,N/E,91
25/04/2022,13086587,96244,12990147,N/E,439,2859,861,351991,26197,1954081,22756,N/E,2693788,122,64143,889,207132,99924,110,295,6455387,183,758,23632,93,1778,N/E,223010,43494,56,1845,4267,174,13852,869,172959,209257,612,411687,647,196,N/E,1,78,117,4457766,24183,4433492,505,672,340,53463,12320,804825,12738,N/E,389016,125,304,97338,37338,81,286,2591053,278,691,2407,56,294,N/E,115071,20105,11,1855,2755,92,2201,483,98342,111526,518,75682,721,91,N/E,91
26/04/2022,13097418,96367,13000855,N/E,439,2862,862,352457,26233,1956254,22784,N/E,2695140,122,64201,889,207271,100046,110,295,6460873,183,758,23659,93,1779,N/E,223225,43538,57,1846,4272,174,13860,869,173139,209444,613,411861,647,196,N/E,1,78,117,4463054,24219,4438744,506,674,340,53520,12329,805529,12753,N/E,389186,125,304,97412,37377,81,287,2594892,278,693,2408,56,294,N/E,115158,20117,11,1856,2758,93,2203,483,98433,111633,519,75715,721,91,N/E,91
27/04/2022,13108282,96494,13011591,N/E,439,2865,862,352836,26268,1958601,22810,N/E,2696501,122,64249,892,207412,100133,110,295,6466366,183,758,23692,93,1782,N/E,223432,43568,57,1849,4273,174,13863,869,173346,209612,614,412017,648,197,N/E,1,78,118,4468536,24253,4444192,506,675,340,53574,12337,806254,12767,N/E,389367,125,304,97488,37412,81,287,2598866,278,694,2409,56,294,N/E,115252,20148,11,1859,2758,93,2203,483,98534,111748,519,75749,721,91,N/E,91
28/04/2022,13118892,96633,13022061,N/E,439,2869,863,353207,26306,1961124,22836,N/E,2697708,122,64342,892,207562,100224,110,295,6471383,183,758,23728,93,1783,N/E,223761,43612,57,1851,4277,174,13866,869,173571,209795,620,412133,648,198,N/E,1,78,119,4473899,24287,4449521,506,675,341,53637,12351,806949,12773,N/E,389549,126,304,97570,37444,82,287,2602664,278,694,2409,56,294,N/E,115378,20169,12,1859,2760,95,2203,483,98672,111877,519,75784,721,91,N/E,91
29/04/2022,13129308,96790,13032319,N/E,439,2876,864,353643,26383,1963455,22862,N/E,2698745,122,64432,892,207745,100321,110,295,6476211,183,758,23765,93,1785,N/E,224125,43660,58,1851,4281,174,13867,870,173882,210032,623,412266,651,199,N/E,1,78,120,4479376,24326,4454956,506,675,342,53688,12371,807511,12786,N/E,389653,127,304,97657,37479,82,287,2606790,278,694,2411,56,294,N/E,115524,20188,12,1861,2760,95,2203,483,98808,111976,520,75813,722,94,N/E,94
30/04/2022,13135106,96924,13037982,N/E,439,2876,864,353994,26426,1964582,22878,N/E,2699760,122,64482,892,207871,100387,110,295,6478328,183,758,23782,93,1786,N/E,224355,43691,58,1851,4283,174,13867,870,174082,210190,624,412378,651,200,N/E,1,78,121,4482829,24348,4458387,507,675,342,53730,12384,807801,12793,N/E,389749,127,304,97713,37510,82,287,2609355,278,694,2411,56,295,N/E,115616,20197,12,1861,2762,95,2203,483,98931,112059,520,75833,722,94,N/E,94
01/05/2022,13140531,97038,13043293,N/E,439,2876,866,354319,26458,1965517,22888,N/E,2700724,122,64521,892,207972,100455,110,295,6480481,183,759,23798,93,1787,N/E,224531,43726,58,1851,4286,174,13872,870,174285,210319,624,412491,651,200,N/E,1,78,121,4485950,24382,4461474,507,676,342,53754,12399,808065,12799,N/E,389849,127,304,97762,37536,82,287,2611707,278,694,2411,56,295,N/E,115663,20209,12,1861,2764,96,2202,483,99015,112133,520,75864,722,94,N/E,94
02/05/2022,13148625,97155,13051266,N/E,439,2881,867,354653,26504,1967265,22911,N/E,2701981,122,64586,892,208091,100541,110,295,6483825,183,759,23833,94,1787,N/E,224803,43772,58,1852,4290,174,13881,870,174517,210535,627,412615,653,204,N/E,1,82,121,4491239,24435,4466710,507,678,343,53807,12420,808543,12808,N/E,389977,127,304,97825,37581,82,287,2615691,278,694,2412,56,295,N/E,115781,20233,12,1864,2765,97,2203,483,99157,112261,520,75897,722,94,N/E,94
03/05/2022,13157601,97295,13060099,N/E,439,2887,869,355039,26539,1969042,22930,N/E,2703352,122,64645,893,208233,100639,110,295,6487994,183,759,23858,94,1789,N/E,224968,43827,58,1853,4292,174,13888,870,174697,210722,629,412754,656,207,N/E,1,82,124,4496104,24474,4471536,507,678,344,53860,12437,809058,12817,N/E,390126,129,304,97894,37604,83,287,2619358,278,695,2414,56,295,N/E,115840,20256,12,1867,2767,98,2204,483,99249,112366,520,75927,723,94,N/E,94
04/05/2022,13167984,97431,13070346,N/E,439,2893,870,355463,26583,1971210,22941,N/E,2704641,122,64694,893,208377,100705,110,295,6493219,184,760,23896,94,1791,N/E,225189,43854,60,1854,4300,174,13895,871,174853,210924,630,412906,656,207,N/E,1,82,124,4501275,24520,4476661,508,678,344,53929,12454,809699,12829,N/E,390291,129,304,97969,37648,83,287,2623115,279,696,2415,56,295,N/E,115929,20271,12,1871,2769,99,2204,483,99348,112465,521,75958,723,94,N/E,94
05/05/2022,13179641,97563,13081871,N/E,439,2899,871,355855,26620,1973666,22968,N/E,2705929,122,64733,893,208536,100774,111,295,6499332,184,762,23926,94,1791,N/E,225465,43904,61,1857,4302,175,13901,871,175028,211155,632,413064,656,207,N/E,1,82,124,4506821,24559,4482168,511,679,345,53985,12465,810460,12846,N/E,390446,129,304,98053,37695,84,287,2627105,280,696,2416,57,296,N/E,116043,20285,12,1872,2770,100,2205,483,99443,112582,522,75989,723,94,N/E,94
06/05/2022,13177716,84237,13093270,N/E,439,2900,873,356257,26680,1976184,22994,N/E,2707121,122,64772,894,208672,100855,111,295,6505326,183,763,23954,94,1795,N/E,225801,43942,62,1860,4306,175,13910,872,175221,211345,633,413203,656,209,N/E,1,82,126,4512093,24591,4487408,514,681,346,54044,12481,811166,12860,N/E,390584,129,304,98135,37725,84,287,2630888,281,696,2417,57,296,N/E,116154,20309,12,1873,2771,102,2203,482,99562,112692,522,76026,725,94,N/E,94
07/05/2022,13186664,84346,13102106,N/E,439,2900,873,356628,26722,1977761,23004,N/E,2708354,122,64793,894,208797,100907,111,295,6510002,183,765,23970,94,1795,N/E,225998,43982,63,1861,4309,175,13912,872,175386,211498,633,413350,658,212,N/E,1,82,129,4516103,24608,4491401,514,681,346,54102,12495,811684,12866,N/E,390721,129,304,98176,37750,84,287,2633769,281,696,2418,57,296,N/E,116233,20322,12,1873,2772,102,2203,482,99678,112767,522,76054,725,94,N/E,94
08/05/2022,13194102,84432,13109458,N/E,439,2900,873,357006,26749,1978860,23017,N/E,2709395,122,64831,894,208895,100956,111,295,6514008,183,766,23980,94,1797,N/E,226161,44006,63,1861,4311,175,13917,872,175530,211632,633,413468,658,212,N/E,1,82,129,4519433,24640,4494699,514,681,347,54149,12505,812097,12875,N/E,390824,129,304,98228,37763,84,287,2636186,281,696,2418,57,296,N/E,116294,20329,12,1874,2773,103,2203,482,99751,112831,522,76079,725,94,N/E,94
09/05/2022,13205862,84561,13121088,N/E,439,2905,875,357394,26774,1980952,23045,N/E,2710645,123,64843,894,208990,101015,112,295,6520908,183,767,24012,94,1800,N/E,226367,44071,63,1865,4314,175,13919,872,175691,211790,634,413603,659,213,N/E,1,82,130,4525848,24678,4501076,515,682,347,54204,12518,812672,12882,N/E,390966,129,304,98277,37798,84,287,2641302,281,697,2419,57,298,N/E,116398,20347,12,1878,2777,106,2203,482,99849,112949,523,76108,725,94,N/E,94
10/05/2022,13217032,84696,13132123,N/E,439,2911,876,357765,26807,1982940,23056,N/E,2711729,123,64942,896,209129,101098,112,295,6527365,183,767,24040,94,1802,N/E,226589,44105,66,1865,4319,175,13920,872,175875,211965,636,413707,660,213,N/E,1,82,130,4531178,24714,4506370,515,683,347,54245,12533,813231,12887,N/E,391103,129,304,98343,37832,84,287,2645421,281,697,2419,57,298,N/E,116482,20366,12,1878,2777,109,2205,482,99946,113025,523,76144,725,94,N/E,94
11/05/2022,13228514,84831,13143468,N/E,439,2916,876,358149,26848,1985220,23075,N/E,2712968,123,65026,896,209267,101193,112,295,6533651,183,769,24086,94,1803,N/E,226775,44149,66,1864,4324,175,13926,872,176057,212125,636,413849,661,215,N/E,1,83,131,4536673,24749,4511829,515,685,347,54291,12548,813952,12893,N/E,391253,129,304,98417,37869,84,287,2649453,281,698,2421,58,298,N/E,116589,20388,12,1883,2780,114,2205,482,100041,113126,524,76176,726,95,N/E,95
12/05/2022,13240448,84972,13155260,N/E,439,2925,877,358530,26877,1987734,23089,N/E,2714210,123,65087,896,209405,101269,112,295,6540071,183,771,24117,95,1804,N/E,227042,44202,66,1864,4326,175,13933,872,176267,212324,638,413980,662,216,N/E,1,83,132,4542216,24793,4517328,515,688,347,54361,12568,814680,12907,N/E,391399,129,304,98491,37908,84,287,2653524,281,698,2421,58,299,N/E,116671,20406,12,1886,2781,115,2206,482,100123,113224,525,76222,726,95,N/E,95
13/05/2022,13253873,85120,13168536,N/E,439,2929,879,358966,26931,1990585,23120,N/E,2715511,123,65141,896,209596,101382,112,295,6547187,183,773,24149,95,1805,N/E,227388,44273,68,1865,4330,175,13933,872,176519,212580,640,414133,663,217,N/E,1,83,133,4548360,24822,4523443,517,690,347,54428,12600,815484,12922,N/E,391524,129,304,98572,37954,84,287,2658019,281,699,2422,58,299,N/E,116772,20432,12,1888,2787,118,2207,482,100248,113367,526,76256,728,95,N/E,95
14/05/2022,13262759,85252,13177288,N/E,439,2929,879,359363,26974,1992079,23127,N/E,2716714,123,65185,896,209704,101466,112,295,6551760,183,773,24174,95,1805,N/E,227629,44314,69,1865,4333,175,13935,872,176715,212752,640,414251,663,219,N/E,1,83,135,4552512,24858,4527559,517,690,347,54469,12620,815938,12930,N/E,391666,129,304,98626,37978,84,287,2661057,281,699,2422,58,300,N/E,116859,20453,12,1891,2787,118,2208,482,100349,113460,526,76284,728,95,N/E,95
15/05/2022,13270169,85359,13184590,N/E,439,2929,880,359748,27007,1993212,23142,N/E,2717757,123,65225,896,209812,101539,112,295,6555628,183,773,24190,95,1806,N/E,227805,44338,69,1869,4335,175,13937,873,176876,212871,640,414348,663,220,N/E,1,83,136,4555904,24878,4530931,517,690,347,54515,12630,816296,12933,N/E,391769,129,304,98656,38005,84,287,2663609,281,699,2424,58,300,N/E,116908,20458,12,1891,2789,118,2208,482,100438,113536,526,76304,728,95,N/E,95
16/05/2022,13281125,85457,13195445,N/E,440,2936,881,360141,27052,1995387,23162,N/E,2719167,123,65296,897,209957,101620,113,295,6561291,183,775,24227,95,1807,N/E,228041,44391,69,1872,4339,175,13939,873,177049,213074,640,414475,663,223,N/E,1,83,139,4561484,24907,4536481,520,691,349,54580,12651,816950,12942,N/E,391948,130,304,98722,38048,84,287,2667759,281,699,2425,58,300,N/E,116999,20471,12,1892,2790,121,2209,482,100541,113649,526,76333,728,96,N/E,96
17/05/2022,13291171,85576,13205369,N/E,440,2943,882,360485,27090,1997426,23179,N/E,2720399,124,65346,897,210093,101708,113,294,6566407,183,775,24262,95,1808,N/E,228280,44437,69,1876,4346,175,13946,874,177218,213266,641,414629,663,226,N/E,1,83,142,4566762,24942,4541724,522,692,349,54641,12681,817587,12959,N/E,392107,131,304,98804,38089,84,287,2671592,281,699,2431,58,300,N/E,117093,20493,12,1897,2795,125,2209,482,100635,113764,527,76364,730,96,N/E,96
18/05/2022,13301004,85709,13215067,N/E,440,2949,883,360846,27122,1999466,23195,N/E,2721628,124,65392,897,210215,101774,114,295,6571378,183,775,24302,95,1809,N/E,228512,44471,69,1878,4346,175,13953,875,177409,213438,642,414754,663,228,N/E,1,83,144,4571708,24973,4546639,522,693,350,54688,12694,818164,12977,N/E,392278,132,304,98883,38131,84,287,2675194,281,699,2435,58,300,N/E,117183,20517,12,1899,2797,126,2210,482,100739,113865,527,76397,731,96,N/E,96
19/05/2022,13272418,46940,13225249,N/E,440,2953,883,361238,27165,2001673,23218,N/E,2722825,124,65437,898,210342,101863,114,295,6576597,183,776,24336,95,1811,N/E,228779,44523,71,1877,4347,175,13957,875,177571,213609,644,414890,665,229,N/E,1,83,145,4564980,13294,4551590,522,695,350,54738,12710,818741,12994,N/E,392442,132,304,98968,38162,84,287,2678872,281,700,2437,58,300,N/E,117275,20535,12,1902,2799,128,2211,482,100834,113951,527,76426,731,96,N/E,96
20/05/2022,13283475,47058,13236185,N/E,440,2958,883,361637,27221,2004054,23240,N/E,2724107,124,65503,898,210497,101923,114,295,6582174,184,776,24377,95,1811,N/E,229077,44576,72,1877,4350,175,13960,875,177774,213778,645,415048,667,232,N/E,1,83,148,4570272,13326,4556850,523,698,350,54800,12732,819431,13005,N/E,392591,132,304,99041,38216,84,287,2682663,282,701,2440,58,300,N/E,117394,20555,12,1907,2804,130,2211,482,100941,114063,528,76454,731,96,N/E,96
21/05/2022,13292424,47177,13245012,N/E,440,2960,885,362028,27248,2005495,23253,N/E,2725313,124,65541,898,210595,102010,114,295,6586964,184,778,24404,95,1811,N/E,229257,44609,72,1880,4353,175,13964,875,177961,213926,646,415191,668,235,N/E,1,83,151,4574080,13351,4560633,523,698,350,54850,12743,819848,13008,N/E,392742,132,304,99076,38247,84,287,2685483,282,701,2441,58,300,N/E,117464,20574,12,1906,2806,130,2211,482,101017,114134,528,76480,732,96,N/E,96
22/05/2022,13299613,47280,13252096,N/E,440,2960,885,362417,27276,2006516,23263,N/E,2726336,124,65561,898,210698,102061,115,295,6590824,184,778,24430,95,1813,N/E,229395,44634,72,1881,4354,175,13965,875,178084,214059,646,415319,668,237,N/E,1,83,153,4577207,13370,4563741,523,698,351,54897,12750,820171,13012,N/E,392849,132,304,99116,38262,84,287,2687825,282,702,2445,58,300,N/E,117515,20588,12,1906,2808,130,2212,482,101089,114187,528,76504,732,96,N/E,96
